simp,freq,famsize,semrad,semfreq,semfamsize,phon,phonfreq,phonfam
匈,1.9556,1,勹,789.0864,9,凶,8.9481,3
怨,66.9679,16,心,19695.9012,59,夗,90.4741,4
愉,56.1037,4,忄,9431.3086,100,俞,434.2568,11
耀,60.3753,13,羽,547.4469,17,翟,77.4469,3
蔓,6.6469,2,艹,9164.7556,191,曼,388.637,7
遴,0.0741,1,辶,28384.0494,81,粦,14.5037,5
你,15835.2049,8,亻,51543.5654,164,尔,15873.0272,5
喽,77.6494,1,口,50016.563,297,娄,722.2716,13
豚,5.6049,3,豕,378.4741,5,豕,84.6469,2
钦,3.8074,2,钅,3731.8272,120,欠,283.1852,5
睐,2.2222,1,目,12024.3309,58,来,79.1556,3
梨,29.7877,6,木,23327.0765,210,利,196.1432,7
棠,2.3358,1,木,23327.0765,210,尚,1084.9827,12
笛,7.6395,11,⺮,5914.6074,56,由,930.6568,14
弊,9.3284,5,廾,3226.3358,8,敝,52.8494,7
辎,0.0198,1,车,3498.0049,32,甾,0.1284,2
穗,1.7481,3,禾,3095.6593,38,惠,1.7481,1
晕,90.0395,15,日,29708.8296,72,军,220.1235,8
肆,13.2049,5,聿,33.6988,4,聿,140.0543,3
诠,5.2691,1,讠,19842.7358,108,全,14.5136,4
栓,2.9531,7,木,23327.0765,210,全,14.5136,4
雹,1.4123000000000001,2,雨,2141.5901,24,包,982.5383,16
梢,5.0864,6,木,23327.0765,210,肖,786.0395,16
讪,3.9951,2,讠,19842.7358,108,山,18.4049,5
韶,7.0568,1,音,493.1457,3,召,2008.9086,12
材,76.2617,25,木,23327.0765,210,才,9461.3481,5
罕,12.7358,3,冖,1009.2148,11,干,520.3753,12
痞,3.7531,2,疒,1856.2963,68,否,3.7531,1
砌,1.8222,3,石,1850.5235,61,切,23.0765,3
猛,76.9481,26,犭,1997.2346,39,孟,77.7284,3
嫖,2.4247,2,女,18584.642,96,票,297.3926,9
塑,21.7037,16,土,17088.4346,84,朔,24.0198,2
瑜,28.2914,0,王,7173.763,52,俞,434.2568,11
维,185.2099,34,纟,11417.6494,100,隹,3055.7531,15
谍,41.1309,4,讠,19842.7358,108,枼,101.5259,5
栖,4.5877,4,木,23327.0765,210,西,177.679,6
偎,2.8741,2,亻,51543.5654,164,畏,113.758,4
违,39.9753,20,辶,28384.0494,81,韦,582.8593,7
熨,2.316,2,火,3108.6963,70,尉,63.1802,3
猿,2.9235,5,犭,1997.2346,39,袁,4.479,2
究,117.1358,20,穴,1620.3358,24,九,150.3062,4
橙,28.2864,6,木,23327.0765,210,登,56.2963,7
弩,18.7605,3,弓,1939.1556,16,奴,295.3877,5
鹅,28.1432,14,鸟,608.1975,42,我,1208.1235,7
鬃,0.316,3,髟,8.3704,5,宗,272.4494,6
翡,7.5654,1,羽,547.4469,17,非,1368.5778,18
翠,17.0667,10,羽,547.4469,17,卒,142.0988,8
萎,5.7185,4,艹,9164.7556,191,委,42.7951,6
佝,0.4691,2,亻,51543.5654,164,句,627.0963,7
偻,0.5235,2,亻,51543.5654,164,娄,722.2716,13
漕,0.5531,0,氵,19088.7556,238,曹,249.437,5
袖,43.2642,13,衤,1737.6593,32,由,930.6568,14
仟,0.5975,1,亻,51543.5654,164,千,5014.4741,7
悄,31.3383,7,忄,9431.3086,100,肖,786.0395,16
醮,0.1728,0,酉,1758.6815,30,焦,120.1877,6
敦,21.4321,4,攵,5099.1457,24,享,72.7605,6
翌,0.6272,1,羽,547.4469,17,立,552.0346,8
鲍,20.7259,2,鱼,641.842,32,包,982.5383,16
窦,3.3086,3,穴,1620.3358,24,卖,698.1531,8
粘,19.8815,17,米,2111.0864,32,占,4529.8963,14
槐,1.5407,2,木,23327.0765,210,鬼,66.3901,5
匙,43.6889,7,匕,812.6074,4,是,1202.6914,5
押,11.8667,17,扌,19245.0025,233,甲,81.916,8
蛙,11.3136,6,虫,1653.4963,97,圭,976.8938,14
竣,0.6519,1,立,1829.1012,10,夋,167.7432,11
券,44.9383,14,刀,5379.8074,12,劵,44.9383,1
瞅,11.2,1,目,12024.3309,58,秋,60.1136,6
挟,2,3,扌,19245.0025,233,夹,100.4889,7
腐,62.3654,20,肉,368.0296,4,府,71.3975,3
掣,0.4593,1,手,3662.2469,15,制,0.4593,1
凰,17.6741,2,几,1043.3432,7,皇,47.1802,5
藕,6.5481,1,艹,9164.7556,191,耦,6.5481,1
抻,0.3556,0,扌,19245.0025,233,申,1260.7654,8
拮,0.637,1,扌,19245.0025,233,吉,833.2889,8
簿,6.158,11,⺮,5914.6074,56,溥,75.1111,2
葫,9.2346,5,艹,9164.7556,191,胡,232.5827,8
芦,14.6914,7,艹,9164.7556,191,户,401.8272,9
塘,13.3284,7,土,17088.4346,84,唐,156.721,4
哩,21.8074,0,口,50016.563,297,里,926.5481,9
噜,16.9086,6,口,50016.563,297,鲁,20.6667,3
癜,0.5235,1,疒,1856.2963,68,殿,17.5358,2
痰,4.7506,3,疒,1856.2963,68,炎,478.7654,5
桶,28.4889,14,木,23327.0765,210,甬,1245.5753,11
槛,1.9605,1,木,23327.0765,210,监,182.2272,6
骁,0.7605,1,马,1869.2049,34,尧,310.7951,12
巍,1.9802,3,山,1569.0568,42,魏,1.9802,1
峨,2.5136,2,山,1569.0568,42,我,1208.1235,7
葛,42.1975,4,艹,9164.7556,191,曷,741.0321,9
焰,15.1704,7,火,3108.6963,70,臽,104.6469,6
铲,7.2494,6,钅,3731.8272,120,产,7.2494,1
呵,133.3827,8,口,50016.563,297,可,1680.4889,10
歇,23.7679,14,欠,3701.916,13,曷,741.0321,9
怜,81.8519,12,忄,9431.3086,100,令,1249.5654,16
龅,0.6963,1,齿,101.8469,10,包,982.5383,16
拱,5.3728,4,扌,19245.0025,233,共,269.9111,7
惩,14.9926,8,心,19695.9012,59,征,14.9926,1
玲,21.1605,3,王,7173.763,52,令,1249.5654,16
珑,3.2988,3,王,7173.763,52,龙,231.2296,13
殃,2.2123,4,歹,1254.7407,15,央,449.4074,7
苹,75.6444,4,艹,9164.7556,191,平,348.3951,7
嬉,4.6815,6,女,18584.642,96,喜,81.3679,5
苞,1.9506,1,艹,9164.7556,191,包,982.5383,16
茉,3.9852,2,艹,9164.7556,191,末,52.5284,3
遍,130.5284,15,辶,28384.0494,81,扁,479.8815,9
笃,1.8469,2,⺮,5914.6074,56,⺮,2.8889,2
咣,1.0568,1,口,50016.563,297,光,37.921,4
谨,21.4864,7,讠,19842.7358,108,谨,21.4864,1
逛,98.7802,4,辶,28384.0494,81,狂,98.7802,1
瞒,14.1185,6,目,12024.3309,58,瞒,14.1185,1
他,4230.1877,17,亻,51543.5654,164,也,8287.4519,8
嗳,1.0765,0,口,50016.563,297,爱,14.7012,2
楔,0.4543,1,木,23327.0765,210,契,0.8938,2
睬,2.7852,1,目,12024.3309,58,采,764.1481,4
濑,1.4716,1,氵,19088.7556,238,赖,99.0074,5
纂,0.1728,1,糸,1702.9333,11,算,0.1728,1
钵,2.0395,2,钅,3731.8272,120,本,59.5506,3
骥,0.4,2,马,1869.2049,34,冀,0.4,1
掏,17.5753,3,扌,19245.0025,233,匋,193.4222,5
讳,2.1728,7,讠,19842.7358,108,韦,582.8593,7
蜷,2.7506,3,虫,1653.4963,97,卷,224.7605,7
惚,4.3457,1,忄,9431.3086,100,忽,4.3457,1
抡,0.7259,0,扌,19245.0025,233,仑,597.3037,8
颗,97.0272,1,页,3263.0321,33,果,308.9235,8
刚,987.3185,25,刂,10927.3679,39,冈,1065.516,4
盼,38.4346,9,目,12024.3309,58,分,903.2593,12
瀑,12.4346,1,氵,19088.7556,238,暴,287.1259,3
砣,0.8691,1,石,1850.5235,61,它,71.8667,10
啃,12.6173,1,口,50016.563,297,肯,12.6173,1
殴,6.0099,4,殳,327.1259,6,区,148.5086,14
妒,32.5185,6,女,18584.642,96,户,401.8272,9
忒,9.0519,0,心,19695.9012,59,弋,470.084,2
瞪,6.9136,4,目,12024.3309,58,登,56.2963,7
溃,35.442,8,氵,19088.7556,238,贵,163.3728,6
诣,0.4,2,讠,19842.7358,108,旨,388.6617,5
勉,14.8593,6,力,6800.9383,25,免,1676.479,5
汀,7.2346,0,氵,19088.7556,238,丁,1953.1259,12
谭,8.0049,1,讠,19842.7358,108,覃,15.4469,2
舅,29.1506,10,臼,34.8099,5,臼,29.1506,1
妈,990.7012,15,女,18584.642,96,马,4053.6296,7
昨,355.1951,4,日,29708.8296,72,乍,1921.6543,7
噬,4.8148,2,口,50016.563,297,筮,4.8148,1
篓,0.9333,3,⺮,5914.6074,56,娄,722.2716,13
匿,5.3086,7,匸,604.4049,5,匿,5.3086,1
瑶,25.9951,1,王,7173.763,52,䍃,153.842,5
媚,23.3432,9,女,18584.642,96,眉,24.7605,3
苛,6.4741,4,艹,9164.7556,191,可,1680.4889,10
碳,11.3136,8,石,1850.5235,61,炭,11.3136,1
垒,7.3827,6,土,17088.4346,84,厽,7.3827,1
挣,41.0074,6,扌,19245.0025,233,争,446.9975,8
耦,0.163,1,耒,293.363,6,禺,594.5383,6
骐,0.3704,0,马,1869.2049,34,其,1622.6914,13
茴,1.2,3,艹,9164.7556,191,回,9.5852,3
姥,23.5556,2,女,18584.642,96,老,71.5457,2
砚,0.5481,1,石,1850.5235,61,见,2319.8963,5
碑,8.163,13,石,1850.5235,61,卑,307.4914,7
寥,3.363,2,宀,14193.9605,51,翏,26.3407,5
鲡,0.0494,1,鱼,641.842,32,丽,249.2691,4
蓉,9.6494,2,艹,9164.7556,191,容,28.158,4
媳,29.5654,7,女,18584.642,96,息,36.2914,3
埃,39.8963,3,土,17088.4346,84,矣,201.9901,5
疹,5.5309,10,疒,1856.2963,68,㐱,181.1704,3
荟,3.437,1,艹,9164.7556,191,会,38.958,6
萃,2.6914,3,艹,9164.7556,191,卒,142.0988,8
却,452.479,10,卩,1157.2494,9,去,467.121,3
似,216.6667,23,亻,51543.5654,164,以,236.8099,3
吮,1.3037,2,口,50016.563,297,允,1.3037,1
烁,3.5704,1,火,3108.6963,70,乐,5.3926,4
锯,4.9679,8,钅,3731.8272,120,居,432,4
稽,5.6691,6,禾,3095.6593,38,旨,388.6617,5
沐,10.1926,1,氵,19088.7556,238,木,10.1926,1
淑,18.5383,5,氵,19088.7556,238,叔,181.0568,4
铐,4.1679,2,钅,3731.8272,120,考,81.8074,3
迪,100.1827,2,辶,28384.0494,81,由,930.6568,14
盆,49.0864,17,皿,839.1062,18,分,903.2593,12
溶,13.7975,12,氵,19088.7556,238,容,28.158,4
喇,34.0198,7,口,50016.563,297,剌,34.1185,2
澡,68.5333,8,氵,19088.7556,238,喿,268.9926,6
耗,25.0914,22,耒,293.363,6,毛,29.6938,3
傧,0.2222,0,亻,51543.5654,164,宾,65.1358,9
鹞,0.084,1,鸟,608.1975,42,䍃,153.842,5
伪,39.6247,12,亻,51543.5654,164,为,39.6247,1
陡,1.921,5,阝,12852.079,66,走,1.921,1
峭,1.3975,2,山,1569.0568,42,肖,786.0395,16
彼,73.9407,9,彳,11952.2173,29,皮,1762.9679,11
砒,0.5481,1,石,1850.5235,61,比,265.3136,12
霜,42.0444,13,雨,2141.5901,24,相,4670.9136,4
仲,74.3259,4,亻,51543.5654,164,中,1878.0988,9
滩,27.7827,13,氵,19088.7556,238,难,54.0642,3
徙,1.837,1,彳,11952.2173,29,止,610.1383,6
昂,23.7235,13,日,29708.8296,72,卬,306.316,3
颜,89.921,16,页,3263.0321,33,彦,91.2494,2
疱,1.3975,3,疒,1856.2963,68,包,982.5383,16
锤,8.0444,9,钅,3731.8272,120,垂,15.6988,4
犹,47.9951,12,犬,278.0642,7,尤,371.2543,5
蹉,2.0938,1,足,2994.2815,62,差,40.7951,4
跎,2,1,足,2994.2815,62,它,71.8667,10
莞,14.0494,1,艹,9164.7556,191,完,230.1481,4
惑,59.4765,11,心,19695.9012,59,或,93.7975,3
研,80.5185,26,石,1850.5235,61,开,296.4691,3
渴,44.4444,9,氵,19088.7556,238,曷,741.0321,9
酮,1.9704,2,酉,1758.6815,30,同,110.3556,7
嘀,11.1012,3,口,50016.563,297,啇,230.9185,4
诵,4.0593,9,讠,19842.7358,108,甬,1245.5753,11
佬,47.9901,2,亻,51543.5654,164,老,71.5457,2
崇,151.516,9,山,1569.0568,42,宗,272.4494,6
恣,0.8741,1,心,19695.9012,59,次,317.6741,6
捍,2.5333,1,扌,19245.0025,233,旱,16.8494,3
距,106.6716,10,足,2994.2815,62,巨,190.7654,6
砖,14.4988,12,石,1850.5235,61,专,1160.2321,3
惺,3.9654,2,忄,9431.3086,100,星,485.4617,4
什,2851.0963,10,亻,51543.5654,164,十,2913.4815,2
喘,13.1259,9,口,50016.563,297,耑,510.8247,6
瘾,33.679,10,疒,1856.2963,68,隐,33.679,1
滴,219.4667,14,氵,19088.7556,238,啇,230.9185,4
嘟,11.0222,5,口,50016.563,297,都,11.0222,1
冽,1.5852,1,冫,2629.1654,21,列,215.1111,7
蚱,0.5975,2,虫,1653.4963,97,乍,1921.6543,7
擂,6.5531,6,扌,19245.0025,233,雷,34.0593,3
喱,6.5086,2,口,50016.563,297,厘,6.5086,1
澎,3.9802,3,氵,19088.7556,238,彭,10.2074,3
湃,3.4667,3,氵,19088.7556,238,拜,3.4667,1
湍,0.4593,2,氵,19088.7556,238,耑,510.8247,6
铿,0.8988,2,钅,3731.8272,120,坚,0.963,2
锵,1.6444,2,钅,3731.8272,120,将,938.2914,3
蜮,0.0099,1,虫,1653.4963,97,或,93.7975,3
摔,39.679,4,扌,19245.0025,233,率,41.1407,2
杠,10.1333,10,木,23327.0765,210,工,2306.0642,14
莉,58.9728,2,艹,9164.7556,191,利,196.1432,7
旻,0.3654,0,日,29708.8296,72,文,147.5654,10
锻,18.9383,3,钅,3731.8272,120,段,20.5037,4
阿,412.3012,23,阝,12852.079,66,可,1680.4889,10
魄,9.8716,7,鬼,635.116,8,白,887.2938,14
狐,28.4741,12,犭,1997.2346,39,瓜,167.3136,4
婢,0.3506,2,女,18584.642,96,卑,307.4914,7
囍,5.1111,0,口,50016.563,297,喜,81.3679,5
偕,4.6914,1,亻,51543.5654,164,皆,31.1309,4
涨,81.4519,15,氵,19088.7556,238,张,81.4519,1
厘,31.1012,3,厂,1784.8691,17,里,926.5481,9
沛,4.7605,2,氵,19088.7556,238,市,59.4864,3
裆,2.163,3,衤,1737.6593,32,当,133.8815,4
魏,13.5506,0,鬼,635.116,8,委,42.7951,6
矬,0.2617,1,矢,2475.6395,8,坐,707.2049,5
痦,0.1284,1,疒,1856.2963,68,吾,312.1975,10
漏,28.0691,20,氵,19088.7556,238,屚,28.0691,1
幢,3.6198,0,巾,5269.7481,32,童,98.6716,4
涵,20.9383,6,氵,19088.7556,238,函,20.9383,1
顿,126.0642,15,页,3263.0321,33,屯,279.8765,9
觐,0.2025,1,见,3237.442,10,堇,41.4568,2
戆,0.3506,0,心,19695.9012,59,赣,0.3506,1
酣,2.4148,7,酉,1758.6815,30,甘,9.2444,9
窘,2.5383,7,穴,1620.3358,24,君,223.3235,4
渗,5.4173,6,氵,19088.7556,238,参,124.637,5
瘢,0.1235,1,疒,1856.2963,68,般,55.5654,4
辋,0.0247,1,车,3498.0049,32,罔,4.5877,2
踟,0.1383,1,足,2994.2815,62,知,228.7802,4
蹰,0.0691,1,足,2994.2815,62,厨,7.6691,2
辘,1.0321,5,车,3498.0049,32,鹿,4.2519,4
轳,0.0148,1,车,3498.0049,32,卢,3.7531,5
炷,0.3605,0,火,3108.6963,70,主,1198.8593,7
蛤,7.6099,3,虫,1653.4963,97,合,3729.6741,12
蜊,0.9333,1,虫,1653.4963,97,利,196.1432,7
拽,10.0346,1,扌,19245.0025,233,曳,10.2321,2
踝,5.6198,2,足,2994.2815,62,果,308.9235,8
沦,9.9605,6,氵,19088.7556,238,仑,597.3037,8
咧,20.0938,4,口,50016.563,297,列,215.1111,7
锁,87.4173,22,钅,3731.8272,120,锁,87.4173,1
鹂,0.3012,1,鸟,608.1975,42,丽,249.2691,4
潇,16.4049,1,氵,19088.7556,238,萧,16.4049,1
宪,5.1506,7,宀,14193.9605,51,先,1045.116,3
姘,0.321,1,女,18584.642,96,并,470.9877,7
坂,17.9605,1,土,17088.4346,84,反,1684.637,9
霰,0.3309,1,雨,2141.5901,24,散,102.4642,2
坨,6.2025,1,土,17088.4346,84,它,71.8667,10
睹,9.3037,6,目,12024.3309,58,者,4725.4617,16
哈,925.0864,28,口,50016.563,297,合,3729.6741,12
侮,7.7531,4,亻,51543.5654,164,每,924.2519,10
购,151.1605,36,贝,3940.7309,52,勾,242.7358,4
扩,45.0667,12,扌,19245.0025,233,广,72.2617,4
氤,0.6568,1,气,1142.9185,14,因,434.2765,7
氲,0.6568,1,气,1142.9185,14,昷,328.9975,5
桂,21.4321,7,木,23327.0765,210,圭,976.8938,14
绶,0.3012,1,纟,11417.6494,100,受,42.6617,2
轴,7.4469,20,车,3498.0049,32,由,930.6568,14
烷,1.2593,4,火,3108.6963,70,完,230.1481,4
递,52.158,17,辶,28384.0494,81,弟,179.6148,9
涣,0.4296,1,氵,19088.7556,238,奂,503.4765,5
锦,27.4667,17,钅,3731.8272,120,钅,27.4667,1
缎,1.3926,4,纟,11417.6494,100,段,20.5037,4
慧,47.7827,7,心,19695.9012,59,彗,47.7827,1
坯,0.5086,2,土,17088.4346,84,丕,6.163,3
犁,1.0963,3,牛,1313.4074,10,利,196.1432,7
矩,14.9037,4,矢,2475.6395,8,巨,190.7654,6
昵,6.7309,1,日,29708.8296,72,尼,1219.2988,6
呸,4.1531,0,口,50016.563,297,丕,6.163,3
柑,3.4222,4,木,23327.0765,210,甘,9.2444,9
绨,0.0148,0,纟,11417.6494,100,弟,179.6148,9
炫,49.5358,3,火,3108.6963,70,玄,66.9877,5
冯,36.0691,0,冫,2629.1654,21,冫,1307.1951,2
涮,4.2617,0,氵,19088.7556,238,刷,5.0568,2
蝰,0.1037,1,虫,1653.4963,97,奎,0.1037,1
憧,5.1062,1,忄,9431.3086,100,童,98.6716,4
憬,5.0815,1,忄,9431.3086,100,景,600.0148,2
郡,6.1827,3,阝,12852.079,66,君,223.3235,4
藐,1.7333,1,艹,9164.7556,191,貌,1.7333,1
柯,32.0444,0,木,23327.0765,210,可,1680.4889,10
沸,17.6988,6,氵,19088.7556,238,弗,517.1704,7
鲟,0.2815,0,鱼,641.842,32,寻,0.9235,2
蔼,2.1383,2,艹,9164.7556,191,谒,2.6864,2
摈,0.2222,1,扌,19245.0025,233,宾,65.1358,9
愈,30.9531,11,心,19695.9012,59,俞,434.2568,11
阐,1.4815,3,门,3881.6296,28,单,213.5012,7
逍,8.4395,3,辶,28384.0494,81,肖,786.0395,16
遥,45.7728,13,辶,28384.0494,81,䍃,153.842,5
肺,40.5531,19,月,21151.9802,115,市,59.4864,3
吡,0.5037,1,口,50016.563,297,比,265.3136,12
啶,0.0889,1,口,50016.563,297,定,36.1086,6
娆,2.2025,1,女,18584.642,96,尧,310.7951,12
躁,40.1235,10,足,2994.2815,62,喿,268.9926,6
膛,3.921,4,月,21151.9802,115,堂,142.0741,6
碜,0.721,1,石,1850.5235,61,参,124.637,5
伉,0.163,1,亻,51543.5654,164,亢,326.8296,9
俪,0.8494,1,亻,51543.5654,164,丽,249.2691,4
缢,0.1037,1,纟,11417.6494,100,益,29.5358,4
趾,7.7333,6,足,2994.2815,62,止,610.1383,6
涎,1.684,2,氵,19088.7556,238,延,98.9728,4
獠,0.2963,1,犭,1997.2346,39,尞,14.1679,8
岬,0.2716,0,山,1569.0568,42,甲,81.916,8
笤,0.1235,1,⺮,5914.6074,56,召,2008.9086,12
腥,7.6346,9,月,21151.9802,115,星,485.4617,4
掳,0.7259,1,扌,19245.0025,233,虏,0.7259,1
嗨,174.9778,1,口,50016.563,297,海,174.9778,1
哟,92.0444,3,口,50016.563,297,约,92.0444,1
畚,0.0642,1,田,4157.0321,22,弁,0.0642,1
箕,0.6173,2,⺮,5914.6074,56,其,1622.6914,13
眩,4.2914,3,目,12024.3309,58,玄,66.9877,5
搓,20.0642,4,扌,19245.0025,233,差,40.7951,4
樟,1.8914,2,木,23327.0765,210,章,50.8889,6
屁,98.6914,6,尸,2394.4642,27,比,265.3136,12
胄,0.642,1,月,21151.9802,115,由,930.6568,14
怄,0.3111,1,忄,9431.3086,100,区,148.5086,14
欧,87.3481,15,欠,3701.916,13,区,148.5086,14
妞,54.242,3,女,18584.642,96,丑,135.0765,5
玖,13.4123,0,王,7173.763,52,久,27.1704,3
挪,11.4272,6,扌,19245.0025,233,那,4446.2765,4
簇,1.5605,2,⺮,5914.6074,56,族,1.5605,1
凖,0.0741,0,冫,2629.1654,21,准,0.0741,1
矜,3.842,2,矛,26.4049,2,今,475.5951,8
珊,13.9654,4,王,7173.763,52,册,19.037,3
滥,12.3605,8,氵,19088.7556,238,监,182.2272,6
蟒,0.8593,2,虫,1653.4963,97,莽,0.8593,1
惘,4.563,2,忄,9431.3086,100,罔,4.5877,2
晤,4.642,1,日,29708.8296,72,吾,312.1975,10
滋,52.884,17,氵,19088.7556,238,兹,100.721,6
咔,29.9012,1,口,50016.563,297,卡,29.9012,1
蔻,3.3086,2,艹,9164.7556,191,宼,3.3086,1
仞,0.1481,0,亻,51543.5654,164,刃,172.163,4
枢,2.1778,2,木,23327.0765,210,区,148.5086,14
纽,41.5901,4,纟,11417.6494,100,丑,135.0765,5
脐,3.4815,3,月,21151.9802,115,齐,162.5926,6
麾,0.3259,1,麻,366.637,2,麻,767.9358,6
诓,0.1284,1,讠,19842.7358,108,匡,21.6247,5
驶,28.5827,19,马,1869.2049,34,史,2542.1975,2
帛,0.479,1,巾,5269.7481,32,白,887.2938,14
抉,6.2123,1,扌,19245.0025,233,夬,3374.8,7
樽,1.3235,0,木,23327.0765,210,尊,34.8198,4
嚷,6.9827,4,口,50016.563,297,襄,15.916,4
扛,10.4642,0,扌,19245.0025,233,工,2306.0642,14
麝,0.4741,1,鹿,38.3309,7,射,962.2025,3
笞,0.1383,1,⺮,5914.6074,56,台,1044.4,12
蝇,6.0444,9,虫,1653.4963,97,黾,25.0321,2
燎,0.8691,3,火,3108.6963,70,尞,14.1679,8
泌,8.163,3,氵,19088.7556,238,必,239.0469,2
褥,1.0667,4,衤,1737.6593,32,辱,1.2346,2
旺,45.9901,5,日,29708.8296,72,王,274.8198,5
垢,3.7284,8,土,17088.4346,84,后,12.237,3
庐,6.8444,4,广,5275.8617,28,户,401.8272,9
妩,3.2395,1,女,18584.642,96,无,26.3506,3
啄,1.1753,2,口,50016.563,297,豖,8.4148,3
崽,7.0074,5,山,1569.0568,42,思,12.8198,4
阔,21.5753,17,门,3881.6296,28,活,21.5753,1
拦,19.5457,9,扌,19245.0025,233,兰,149.8222,3
扮,70.9679,10,扌,19245.0025,233,分,903.2593,12
荞,2.2074,1,艹,9164.7556,191,乔,166.2963,7
酷,93.4272,8,酉,1758.6815,30,告,616.8889,8
胺,2.479,5,月,21151.9802,115,安,433.4617,8
镑,8.8988,2,钅,3731.8272,120,旁,147.037,10
辆,72.484,1,车,3498.0049,32,两,182.3457,2
戚,41.6247,3,戈,29970.7358,17,尗,41.6247,1
诙,0.9333,1,讠,19842.7358,108,灰,41.3877,3
痿,1.2444,1,疒,1856.2963,68,委,42.7951,6
漱,6.3457,3,氵,19088.7556,238,欶,24.8049,2
辽,13.1457,1,辶,28384.0494,81,了,78.6469,3
霾,6.5728,1,雨,2141.5901,24,貍,6.5728,1
瑭,0.0593,0,王,7173.763,52,唐,156.721,4
唉,109.2691,1,口,50016.563,297,矣,201.9901,5
墩,2.3556,5,土,17088.4346,84,敦,2.3556,1
涡,3.2099,5,氵,19088.7556,238,呙,278.3309,8
督,25.1062,13,目,12024.3309,58,叔,181.0568,4
绑,73.2988,7,纟,11417.6494,100,邦,826.3457,3
氨,3.8963,7,气,1142.9185,14,安,433.4617,8
剿,24.7605,3,刂,10927.3679,39,巢,24.7605,1
扉,5.4914,2,戶,2274.1827,8,非,1368.5778,18
撕,23.5753,6,扌,19245.0025,233,斯,32.242,3
挽,21.1704,6,扌,19245.0025,233,免,1676.479,5
祠,2.6716,1,礻,4131.121,25,司,138.9037,5
臻,1.6741,0,至,695.2049,3,秦,4.0198,2
榨,7.9605,4,木,23327.0765,210,窄,7.9605,1
柺,0.0593,0,木,23327.0765,210,另,0.0593,1
剩,100.4296,6,刂,10927.3679,39,乘,100.4296,1
酗,3.2247,1,酉,1758.6815,30,凶,8.9481,3
镀,1.5358,3,钅,3731.8272,120,度,25.3284,3
咿,2.3852,1,口,50016.563,297,伊,2.3852,1
隼,0.3802,0,隹,1464.716,13,隹,3055.7531,15
粥,42.8988,5,米,2111.0864,32,弓,49.7333,3
菠,14.9877,2,艹,9164.7556,191,波,238.242,3
萝,70.484,7,艹,9164.7556,191,罗,98.4593,6
朦,8.3901,2,月,21151.9802,115,蒙,28.6123,2
癖,7.9259,3,疒,1856.2963,68,辟,263.5901,10
饵,2.884,3,饣,1257.0617,27,耳,6.6222,4
绘,31.8864,8,纟,11417.6494,100,会,38.958,6
噱,1.1407,1,口,50016.563,297,豦,1.1407,1
哲,22.4247,5,口,50016.563,297,折,105.763,4
磺,1.4173,2,石,1850.5235,61,黄,55.8914,6
鲑,1.2346,1,鱼,641.842,32,圭,976.8938,14
讷,0.9383,2,讠,19842.7358,108,内,113.5704,4
湛,7.3136,2,氵,19088.7556,238,甚,54.963,5
敛,6.3852,2,攵,5099.1457,24,佥,1392.5531,11
旖,0.6222,1,方,1588.5778,10,奇,155.7136,10
旎,0.6321,1,方,1588.5778,10,尼,1219.2988,6
谴,3.0272,1,讠,19842.7358,108,遣,3.8667,2
褂,0.884,5,衤,1737.6593,32,卦,0.884,1
酌,2.7901,3,酉,1758.6815,30,勺,32712.9333,6
刹,17.6889,8,刂,10927.3679,39,杀,431.1309,3
龛,0.2617,3,龙,1315.6,3,合,3729.6741,12
吨,5.5605,1,口,50016.563,297,屯,279.8765,9
踩,31.2296,2,足,2994.2815,62,采,764.1481,4
摹,0.721,4,手,3662.2469,15,莫,681.284,14
痩,0.1333,0,疒,1856.2963,68,叟,182.1679,8
腻,27.8568,6,月,21151.9802,115,贰,27.8568,1
狞,0.9531,2,犬,278.0642,7,宁,28.7605,5
茄,34.2272,6,艹,9164.7556,191,加,670.1975,9
煲,18.9531,1,火,3108.6963,70,保,61.363,5
梗,5.679,7,木,23327.0765,210,更,81.042,3
汪,11.0864,6,水,1877.4914,11,王,274.8198,5
菱,4.0741,1,艹,9164.7556,191,夌,146.5185,5
猡,0.637,1,犭,1997.2346,39,罗,98.4593,6
嫩,31.1358,12,女,18584.642,96,敕,31.1358,1
缤,29.7481,2,纟,11417.6494,100,宾,65.1358,9
礁,3.1951,4,石,1850.5235,61,焦,120.1877,6
伶,3.7333,5,亻,51543.5654,164,令,1249.5654,16
俐,22.5531,2,亻,51543.5654,164,利,196.1432,7
哞,0.5531,1,口,50016.563,297,牟,8.0247,2
怂,4.8444,1,心,19695.9012,59,从,40.3802,3
煸,4.0049,0,火,3108.6963,70,扁,479.8815,9
袒,1.5852,3,衤,1737.6593,32,旦,1634.7852,8
桐,6.1679,3,木,23327.0765,210,同,110.3556,7
啼,4.2321,3,口,50016.563,297,帝,75.7037,6
霄,5.7086,5,雨,2141.5901,24,肖,786.0395,16
恃,1.5111,3,忄,9431.3086,100,寺,1909.516,8
胞,30.5728,19,月,21151.9802,115,包,982.5383,16
汲,1.1111,2,氵,19088.7556,238,及,1055.7827,6
伎,2.158,4,亻,51543.5654,164,支,271.7235,9
俩,109.8617,5,亻,51543.5654,164,两,182.3457,2
镰,1.0025,2,钅,3731.8272,120,廉,1.0025,1
鸠,2.9531,1,鸟,608.1975,42,九,150.3062,4
