simp,freq,famsize,semrad,semfreq,semfamsize,phon,phonfreq,phonfam
指,342.2716,79,扌,19245.0025,233,旨,388.6617,5
补,152.1926,49,衤,1737.6593,32,卜,324.0148,6
轨,23.3481,17,车,3498.0049,32,九,150.3062,4
胭,1.2889,1,月,21151.9802,115,因,434.2765,7
脂,39.4272,20,月,21151.9802,115,旨,388.6617,5
诫,3.9605,3,讠,19842.7358,108,戒,16.1975,2
赶,313.3037,24,走,6645.7432,14,干,520.3753,12
超,1189.7877,72,走,6645.7432,14,召,2008.9086,12
掩,31.5309,13,扌,19245.0025,233,奄,110.321,8
宵,91.5309,5,宀,14193.9605,51,肖,786.0395,16
偏,60.5975,32,亻,51543.5654,164,扁,479.8815,9
梅,66.721,13,木,23327.0765,210,每,924.2519,10
嘉,54.8346,7,口,50016.563,297,加,670.1975,9
宾,47.5605,26,宀,14193.9605,51,兵,48.4494,2
糨,0.1235,1,米,2111.0864,32,强,0.9235,3
糊,66.1235,28,米,2111.0864,32,胡,232.5827,8
莴,1.5407,2,艹,9164.7556,191,呙,278.3309,8
版,821.6148,51,片,2075.0123,5,反,1684.637,9
式,461.0321,103,弋,461.684,3,弋,470.084,2
钳,2.4395,8,钅,3731.8272,120,甘,9.2444,9
摒,1.5062,2,扌,19245.0025,233,屏,1.5062,1
冕,3.8914,5,冂,2063.0025,8,免,1676.479,5
源,153.7728,52,氵,19088.7556,238,原,620.9185,3
损,45.3728,20,扌,19245.0025,233,员,158.5481,4
论,384.9284,85,讠,19842.7358,108,仑,597.3037,8
样,2035.042,68,木,23327.0765,210,羊,2463.358,12
谈,295.0963,51,讠,19842.7358,108,炎,478.7654,5
钟,377.3037,36,钅,3731.8272,120,中,1878.0988,9
掮,0.3407,1,扌,19245.0025,233,肩,0.3407,1
搏,23.4963,8,扌,19245.0025,233,尃,2305.4617,4
洪,22.7704,14,氵,19088.7556,238,共,269.9111,7
吞,23.0025,18,口,50016.563,297,天,23.0025,1
领,408.5926,75,页,3263.0321,33,令,1249.5654,16
航,137.9012,69,舟,520.5333,12,亢,326.8296,9
肚,126.9333,11,月,21151.9802,115,土,310.163,4
循,24.1975,7,彳,11952.2173,29,盾,25.7679,2
酸,119.5852,73,酉,1758.6815,30,夋,167.7432,11
楚,115.9901,13,木,23327.0765,210,疋,116.8593,2
慰,56.6963,13,心,19695.9012,59,尉,63.1802,3
洼,1.0222,4,氵,19088.7556,238,圭,976.8938,14
贪,38.3852,19,贝,3940.7309,52,今,475.5951,8
欲,121.6889,41,欠,3701.916,13,谷,217.5506,4
达,526.2173,47,辶,28384.0494,81,大,527.1358,2
爬,71.921,9,爪,88.5284,3,巴,5324.5086,12
弈,1.6346,3,廾,3226.3358,8,亦,107.7235,3
磁,14.8296,27,石,1850.5235,61,兹,100.721,6
残,93.9457,38,歹,1254.7407,15,戋,1241.3728,10
骸,3.0519,6,骨,380.6815,11,亥,2016.8395,10
停,272.7951,42,亻,51543.5654,164,亭,272.7951,1
核,50.163,52,木,23327.0765,210,亥,2016.8395,10
派,135.1951,66,氵,19088.7556,238,𠂢,135.1951,1
柱,13.0864,22,木,23327.0765,210,主,1198.8593,7
住,667.8864,73,亻,51543.5654,164,主,1198.8593,7
路,834.2963,162,足,2994.2815,62,各,2410.8593,18
傻,205.679,15,亻,51543.5654,164,傻,205.679,1
糙,6.6864,4,米,2111.0864,32,造,6.6864,1
惊,292.3852,59,忄,9431.3086,100,京,676.9185,7
诧,2.5383,2,讠,19842.7358,108,宅,3.1901,2
爷,158.237,23,父,1078.5284,4,卩,824.4346,4
们,5981.2,16,亻,51543.5654,164,门,7291.9901,4
切,555.2889,58,刀,5379.8074,12,七,556.5778,2
减,124.5333,40,冫,2629.1654,21,咸,1876.5778,6
质,215.3481,70,贝,3940.7309,52,斦,215.3481,1
椒,42.1086,13,木,23327.0765,210,叔,181.0568,4
雏,2.963,7,隹,1464.716,13,刍,156.7407,4
灸,1.6988,1,火,3108.6963,70,久,27.1704,3
姻,45.0173,6,女,18584.642,96,因,434.2765,7
船,153.1556,80,舟,520.5333,12,船,153.1556,1
嫁,68.6272,11,女,18584.642,96,家,70.3802,2
富,188.6914,37,宀,14193.9605,51,畐,1444.242,8
码,221.2691,26,石,1850.5235,61,马,4053.6296,7
裤,122.242,32,衤,1737.6593,32,库,122.242,1
衩,1.684,1,衤,1737.6593,32,叉,3.2099,3
吧,3244.4938,5,口,50016.563,297,巴,5324.5086,12
陌,53.042,2,阝,12852.079,66,百,55.1852,2
型,320.1037,56,土,17088.4346,84,刑,328.3457,2
诚,112.8642,27,讠,19842.7358,108,成,845.7975,4
和,3336.2765,82,口,50016.563,297,禾,3336.2765,1
答,197.2049,25,⺮,5914.6074,56,合,3729.6741,12
模,263.2691,32,木,23327.0765,210,莫,681.284,14
嫂,17.4617,5,女,18584.642,96,叟,182.1679,8
够,348.6914,10,夕,5475.284,7,句,627.0963,7
紫,52.2716,27,糸,1702.9333,11,此,78.6469,7
统,183.0074,39,纟,11417.6494,100,充,183.0074,1
浑,22.5778,9,氵,19088.7556,238,军,220.1235,8
敷,18.3012,7,攵,5099.1457,24,甫,176.9333,10
绕,38.2815,15,纟,11417.6494,100,尧,310.7951,12
抵,46.1136,23,扌,19245.0025,233,氐,684.6815,9
逻,13.1111,8,辶,28384.0494,81,罗,98.4593,6
约,266.6716,56,纟,11417.6494,100,勺,32712.9333,6
岗,25.6938,15,山,1569.0568,42,冈,1065.516,4
挡,64.5284,16,扌,19245.0025,233,当,133.8815,4
菜,287.1012,76,艹,9164.7556,191,采,764.1481,4
翻,249.6938,47,羽,547.4469,17,番,452.8198,6
削,12.4099,11,刂,10927.3679,39,肖,786.0395,16
持,591.516,43,扌,19245.0025,233,寺,1909.516,8
张,605.4963,38,弓,1939.1556,16,长,700.4099,6
腱,1.1901,4,月,21151.9802,115,建,384.1086,4
灌,30.9284,10,氵,19088.7556,238,雚,54.1531,4
输,111.7531,36,车,3498.0049,32,俞,434.2568,11
露,115.2988,52,雨,2141.5901,24,路,120.4346,4
宿,62.7852,23,宀,14193.9605,51,佰,62.7852,1
依,200.6617,29,亻,51543.5654,164,衣,248.1037,4
托,149.3383,34,扌,19245.0025,233,乇,247.521,2
耸,3.1753,6,耳,1412.4099,18,从,40.3802,3
柔,77.9358,20,木,23327.0765,210,矛,91.5457,3
闻,147.5111,46,门,3881.6296,28,门,7291.9901,4
缔,1.6099,4,纟,11417.6494,100,帝,75.7037,6
喷,39.3679,31,口,50016.563,297,贲,82.2222,2
逃,104.4593,35,辶,28384.0494,81,兆,668.963,8
蔡,22.1284,0,艹,9164.7556,191,祭,159.4519,2
宁,127.6593,19,宀,14193.9605,51,丁,1953.1259,12
神,1114.3556,139,礻,4131.121,25,申,1260.7654,8
呕,16.7407,5,口,50016.563,297,区,148.5086,14
擒,4.242,5,扌,19245.0025,233,禽,4.5284,2
灯,163.0173,80,火,3108.6963,70,丁,1953.1259,12
增,379.0716,46,土,17088.4346,84,曾,692.4988,7
强,480.9877,85,弓,1939.1556,16,弘,481.6049,2
哀,42.4741,22,口,50016.563,297,衣,248.1037,4
倾,55.8222,20,亻,51543.5654,164,顷,71.5506,2
硬,73.4025,44,石,1850.5235,61,更,81.042,3
聆,12.4741,1,耳,1412.4099,18,令,1249.5654,16
楼,207.5951,53,木,23327.0765,210,娄,722.2716,13
哄,20.2914,10,口,50016.563,297,共,269.9111,7
抬,31.9407,9,扌,19245.0025,233,台,1044.4,12
浓,57.0716,23,氵,19088.7556,238,农,64.084,4
淡,160.9926,31,氵,19088.7556,238,炎,478.7654,5
泥,44.9679,40,氵,19088.7556,238,尼,1219.2988,6
沼,3.5012,6,氵,19088.7556,238,召,2008.9086,12
朽,4.3605,6,木,23327.0765,210,丂,917.5407,4
配,200.5975,56,酉,1758.6815,30,己,4675.2,6
细,209.1309,65,纟,11417.6494,100,田,209.279,2
躲,49.2395,8,身,1313.5951,5,朵,58.316,4
懒,92.2469,14,忄,9431.3086,100,赖,99.0074,5
磋,17.6691,2,石,1850.5235,61,差,40.7951,4
检,107.8123,33,木,23327.0765,210,佥,1392.5531,11
弛,2.4988,3,弓,1939.1556,16,也,8287.4519,8
趣,166.1284,23,走,6645.7432,14,取,431.9358,4
次,1271.1259,55,欠,3701.916,13,冫,1307.1951,2
球,416.8346,148,王,7173.763,52,求,630.6815,3
值,296.079,43,亻,51543.5654,164,直,583.6543,4
勤,41.2543,31,力,6800.9383,25,堇,41.4568,2
哗,11.0617,8,口,50016.563,297,华,13.4272,2
快,2704.5284,61,忄,9431.3086,100,夬,3374.8,7
泛,17.0864,10,氵,19088.7556,238,乏,33.6494,4
抒,3.4864,3,扌,19245.0025,233,予,401.6099,6
级,624.6667,69,纟,11417.6494,100,及,1055.7827,6
凄,14.6765,7,冫,2629.1654,21,妻,14.6765,1
凉,87.8716,31,冫,2629.1654,21,京,676.9185,7
鳞,4.9926,4,鱼,641.842,32,粦,14.5037,5
破,208.8049,75,石,1850.5235,61,皮,1762.9679,11
薪,25.5753,17,艹,9164.7556,191,新,25.5753,1
饷,0.5432,3,饣,1257.0617,27,向,212.5975,3
轮,93.6,59,车,3498.0049,32,仑,597.3037,8
椅,27.9012,24,木,23327.0765,210,奇,155.7136,10
驽,0.079,0,马,1869.2049,34,奴,295.3877,5
饱,70.9679,17,饣,1257.0617,27,包,982.5383,16
搅,25.4123,10,扌,19245.0025,233,觉,25.4123,1
誓,48.7506,11,言,731.4765,8,折,105.763,4
顶,158.5679,60,页,3263.0321,33,丁,1953.1259,12
党,53.116,33,儿,4497.121,17,尚,1084.9827,12
珂,2.4247,0,王,7173.763,52,可,1680.4889,10
费,370.4889,118,贝,3940.7309,52,弗,517.1704,7
宣,62.3111,28,宀,14193.9605,51,亘,64.4988,3
贬,5.2938,9,贝,3940.7309,52,乏,33.6494,4
波,179.3284,55,氵,19088.7556,238,皮,1762.9679,11
愁,39.7432,14,心,19695.9012,59,秋,60.1136,6
姿,44.484,19,女,18584.642,96,次,317.6741,6
帽,72.2914,39,巾,5269.7481,32,冒,72.2914,1
胚,1.5012,3,月,21151.9802,115,丕,6.163,3
煤,13.6543,26,火,3108.6963,70,某,117.763,3
翅,27.279,6,羽,547.4469,17,支,271.7235,9
峡,14.5975,3,山,1569.0568,42,夹,100.4889,7
店,638.2123,56,广,5275.8617,28,占,4529.8963,14
摧,13.8222,5,扌,19245.0025,233,崔,102.8889,3
遇,358.8049,23,辶,28384.0494,81,禺,594.5383,6
裴,1.4519,0,衣,2158.1333,18,非,1368.5778,18
按,176.0741,19,扌,19245.0025,233,安,433.4617,8
致,155.5358,51,至,695.2049,3,至,184.4,5
歌,451.6691,80,欠,3701.916,13,哥,451.6691,1
啸,19.2889,4,口,50016.563,297,肃,35.3432,3
欣,71.4025,13,欠,3701.916,13,斤,2763.679,8
缜,0.6716,1,纟,11417.6494,100,真,170.6123,6
校,205.9259,63,木,23327.0765,210,交,676.4988,16
历,209.3926,48,厂,1784.8691,17,力,305.6049,4
鉴,39.3728,15,金,780.7111,4,监,182.2272,6
庭,117.3136,24,广,5275.8617,28,廷,339.1457,6
吗,2614,2,口,50016.563,297,马,4053.6296,7
炒,84.0148,11,火,3108.6963,70,少,617.2296,9
屠,21.3926,12,尸,2394.4642,27,者,4725.4617,16
妙,99.4272,29,女,18584.642,96,少,617.2296,9
镖,6.7259,2,钅,3731.8272,120,票,297.3926,9
拨,26.158,19,扌,19245.0025,233,发,100.879,3
翼,28.9531,21,羽,547.4469,17,異,31.3877,2
附,60.6716,33,阝,12852.079,66,付,161.8469,5
扦,0.0889,0,扌,19245.0025,233,千,5014.4741,7
置,224.6025,34,罒,698.4988,9,直,583.6543,4
沃,40.0395,5,氵,19088.7556,238,夭,833.5407,4
枝,48.3951,21,木,23327.0765,210,支,271.7235,9
桠,0.2222,1,木,23327.0765,210,亚,13.8519,3
江,195.4815,33,氵,19088.7556,238,工,2306.0642,14
靴,38.3852,5,革,426.4889,10,化,1346.4444,5
愧,24.4049,11,忄,9431.3086,100,鬼,66.3901,5
颠,26.6074,9,页,3263.0321,33,真,170.6123,6
茅,13.2741,14,艹,9164.7556,191,矛,91.5457,3
侦,52.0099,11,亻,51543.5654,164,贞,53.1654,3
袍,7.4815,9,衤,1737.6593,32,包,982.5383,16
侍,5.3531,10,亻,51543.5654,164,寺,1909.516,8
童,155.2247,46,立,1829.1012,10,重,182.8247,3
惹,47.2148,8,心,19695.9012,59,若,162.6765,4
捎,2.6617,1,扌,19245.0025,233,肖,786.0395,16
堪,43.363,15,土,17088.4346,84,甚,54.963,5
崩,40.4444,7,山,1569.0568,42,朋,70.558,5
伯,64.4049,15,亻,51543.5654,164,白,887.2938,14
舱,10.084,16,舟,520.5333,12,仓,653.9407,10
吸,163.3975,31,口,50016.563,297,及,1055.7827,6
险,138.8691,55,阝,12852.079,66,佥,1392.5531,11
萌,70.7111,4,艹,9164.7556,191,明,70.7111,1
藤,11.5605,11,艹,9164.7556,191,滕,11.5605,1
沙,134,72,氵,19088.7556,238,少,617.2296,9
砾,0.6963,4,石,1850.5235,61,乐,5.3926,4
逮,19.842,2,辶,28384.0494,81,隶,19.842,1
捕,62.3605,25,扌,19245.0025,233,甫,176.9333,10
腹,35.3975,31,月,21151.9802,115,复,413.5753,3
饰,62.7358,24,饣,1257.0617,27,饣,62.7358,1
跛,0.7457,1,足,2994.2815,62,皮,1762.9679,11
筏,0.5728,4,⺮,5914.6074,56,伐,2.4691,2
炮,187.9654,44,火,3108.6963,70,包,982.5383,16
薏,3.3975,1,艹,9164.7556,191,意,5.0864,4
町,1.6049,0,田,4157.0321,22,丁,1953.1259,12
朗,59.2988,16,月,21151.9802,115,良,1050.8198,11
股,134.163,30,月,21151.9802,115,殳,1064.6074,2
租,71.3432,20,禾,3095.6593,38,且,1299.7877,15
筒,24.4049,26,⺮,5914.6074,56,同,110.3556,7
仆,11.0765,9,亻,51543.5654,164,卜,324.0148,6
培,40.6864,16,土,17088.4346,84,咅,1104.2469,8
蜈,1.8469,1,虫,1653.4963,97,吴,175.9802,5
蚣,1.3975,1,虫,1653.4963,97,公,230.6469,6
招,127.6889,51,扌,19245.0025,233,召,2008.9086,12
横,50.884,39,木,23327.0765,210,黄,55.8914,6
暇,5.0667,5,日,29708.8296,72,叚,490.316,5
汕,13.6247,0,氵,19088.7556,238,山,18.4049,5
蠢,51.4123,9,虫,1653.4963,97,春,52.1185,2
剪,79.2889,20,刀,5379.8074,12,前,136.5975,3
妮,47.9259,1,女,18584.642,96,尼,1219.2988,6
阶,88.4395,14,阝,12852.079,66,介,1102.7901,6
请,623.1457,37,讠,19842.7358,108,青,4527.8222,13
陷,46.9926,16,阝,12852.079,66,臽,104.6469,6
讲,222.9037,36,讠,19842.7358,108,井,1114.3802,4
疼,197.9062,6,疒,1856.2963,68,冬,880.3704,3
胆,57.9802,36,月,21151.9802,115,旦,1634.7852,8
年,4967.0963,180,干,7369.1407,5,千,5014.4741,7
雌,4.716,3,隹,1464.716,13,此,78.6469,7
庇,5.2444,4,广,5275.8617,28,比,265.3136,12
佑,42.563,6,亻,51543.5654,164,右,42.563,1
衿,0.2173,0,衤,1737.6593,32,今,475.5951,8
荒,43.7481,35,艹,9164.7556,191,巟,43.7481,1
郊,7.6593,10,阝,12852.079,66,交,676.4988,16
秒,123.8321,9,禾,3095.6593,38,少,617.2296,9
妆,76.1481,11,女,18584.642,96,丬,254.7704,3
副,58.1728,18,刂,10927.3679,39,畐,1444.242,8
蔚,4.1679,3,艹,9164.7556,191,尉,63.1802,3
蓝,106.2272,33,艹,9164.7556,191,监,182.2272,6
败,169.9062,42,贝,3940.7309,52,贝,196.3802,4
忆,171.6543,8,忄,9431.3086,100,乙,370.0148,3
选,746.9728,77,辶,28384.0494,81,先,1045.116,3
辑,51.8321,10,车,3498.0049,32,咠,65.2,3
渍,3.6741,5,氵,19088.7556,238,责,97.0173,4
移,98.6222,29,禾,3095.6593,38,多,214.9185,4
罐,22.163,21,缶,162.7259,7,雚,54.1531,4
适,208.4494,27,辶,28384.0494,81,舌,3187.3877,5
丽,248.0691,23,一,47068.6864,26,丽,249.2691,4
哺,2.6617,5,口,50016.563,297,甫,176.9333,10
淘,128.4099,7,氵,19088.7556,238,匋,193.4222,5
汰,18.6568,2,氵,19088.7556,238,太,504.879,5
幕,81.6593,32,巾,5269.7481,32,莫,681.284,14
蜂,39.8074,22,虫,1653.4963,97,夆,207.8815,5
胀,14.2173,9,月,21151.9802,115,长,700.4099,6
絮,23.6198,5,糸,1702.9333,11,如,39.8864,3
叨,16.4988,6,口,50016.563,297,刀,159.6444,2
窝,94.9778,29,穴,1620.3358,24,呙,278.3309,8
棚,15.8074,21,木,23327.0765,210,朋,70.558,5
顽,10.2963,15,页,3263.0321,33,元,3458.2914,7
症,85.2593,36,疒,1856.2963,68,正,959.4667,6
诱,49.4469,20,讠,19842.7358,108,秀,163.1506,4
糟,97.0519,11,米,2111.0864,32,曹,249.437,5
粕,0.4198,1,米,2111.0864,32,白,887.2938,14
试,1132.5037,59,讠,19842.7358,108,式,1138.0148,3
叛,31.0963,15,又,9091.5457,15,反,1684.637,9
济,69.1407,26,氵,19088.7556,238,齐,162.5926,6
扑,126.7753,21,扌,19245.0025,233,卜,324.0148,6
哧,1.7086,3,口,50016.563,297,赤,4.7802,2
造,283.0667,68,辶,28384.0494,81,告,616.8889,8
恰,23.363,8,忄,9431.3086,100,合,3729.6741,12
狙,4.4049,2,犭,1997.2346,39,且,1299.7877,15
耽,8.4346,3,耳,1412.4099,18,冘,41.0025,3
误,111.2198,28,讠,19842.7358,108,吴,175.9802,5
纤,16.2765,10,纟,11417.6494,100,千,5014.4741,7
殖,6.479,12,歹,1254.7407,15,直,583.6543,4
俭,4.0247,7,亻,51543.5654,164,佥,1392.5531,11
曙,3.2,1,日,29708.8296,72,署,30.9778,2
谤,2.5827,3,讠,19842.7358,108,旁,147.037,10
形,174.8296,92,彡,1258.0444,9,开,296.4691,3
伸,64.2568,14,亻,51543.5654,164,申,1260.7654,8
储,49.1309,22,亻,51543.5654,164,诸,49.1309,1
捐,25.1506,9,扌,19245.0025,233,肙,33.1852,5
缓,45.9012,25,纟,11417.6494,100,爰,353.6395,4
懵,5.8222,1,忄,9431.3086,100,瞢,5.8222,1
迹,86.5877,33,辶,28384.0494,81,亦,107.7235,3
汞,0.9086,0,水,1877.4914,11,工,2306.0642,14
琪,15.5901,0,王,7173.763,52,其,1622.6914,13
撇,6.563,3,扌,19245.0025,233,敝,52.8494,7
犷,0.5926,1,犭,1997.2346,39,广,72.2617,4
续,513.0568,25,纟,11417.6494,100,卖,698.1531,8
宇,59.9457,12,宀,14193.9605,51,于,74.7704,5
记,1079.4963,84,讠,19842.7358,108,己,4675.2,6
播,185.6296,38,扌,19245.0025,233,番,452.8198,6
鬣,0.158,1,髟,8.3704,5,巤,5.6247,2
吾,55.1753,8,口,50016.563,297,五,86.7111,2
辈,131.1407,23,车,3498.0049,32,非,1368.5778,18
涂,60.0938,24,氵,19088.7556,238,余,522.6765,8
猕,5.3728,2,犭,1997.2346,39,弥,5.3728,1
猴,35.9556,15,犭,1997.2346,39,侯,87.4667,2
狼,81.0025,18,犭,1997.2346,39,良,1050.8198,11
闸,5.0321,8,门,3881.6296,28,甲,81.916,8
哨,6.163,15,口,50016.563,297,肖,786.0395,16
棒,176.8642,20,木,23327.0765,210,奉,221.2198,3
谎,68.7012,7,讠,19842.7358,108,荒,106.6765,2
柿,14.1728,3,木,23327.0765,210,市,59.4864,3
疗,65.4815,23,疒,1856.2963,68,了,78.6469,3
准,425.5012,45,冫,2629.1654,21,隹,3055.7531,15
昧,19.042,10,日,29708.8296,72,未,820.7358,7
提,425.4074,66,扌,19245.0025,233,是,1202.6914,5
屹,1.4321,1,山,1569.0568,42,乞,1535.1012,6
伙,254.2815,26,亻,51543.5654,164,火,265.3926,2
透,99.1407,30,辶,28384.0494,81,秀,163.1506,4
泣,20.6123,11,氵,19088.7556,238,立,552.0346,8
炬,4.6815,2,火,3108.6963,70,巨,190.7654,6
掺,4.5432,3,扌,19245.0025,233,参,124.637,5
渔,12.9975,12,氵,19088.7556,238,鱼,24.5284,2
翁,15.2691,8,羽,547.4469,17,公,230.6469,6
院,213.037,83,阝,12852.079,66,完,230.1481,4
苍,37.4519,13,艹,9164.7556,191,仓,653.9407,10
围,274.558,41,囗,7478.8593,24,韦,582.8593,7
城,634.2568,113,土,17088.4346,84,成,845.7975,4
缕,6.7012,2,纟,11417.6494,100,娄,722.2716,13
豺,0.5679,1,豸,154.4593,4,才,9461.3481,5
软,96.2617,41,车,3498.0049,32,欠,283.1852,5
塔,107.679,39,土,17088.4346,84,荅,240.237,5
嗤,1.0321,2,口,50016.563,297,蚩,1.0321,1
笑,755.9753,85,⺮,5914.6074,56,夭,833.5407,4
聪,72.1086,8,耳,1412.4099,18,总,727.2494,2
弥,30.5975,13,弓,1939.1556,16,尔,15873.0272,5
把,1407.6,27,扌,19245.0025,233,巴,5324.5086,12
旱,6.1136,8,日,29708.8296,72,干,520.3753,12
暮,11.1012,5,日,29708.8296,72,莫,681.284,14
惶,4.0741,6,忄,9431.3086,100,皇,47.1802,5
酪,12.163,3,酉,1758.6815,30,各,2410.8593,18
猜,247.3086,12,犭,1997.2346,39,青,4527.8222,13
抢,241.4173,29,扌,19245.0025,233,仓,653.9407,10
逝,33.6,8,辶,28384.0494,81,折,105.763,4
脓,1.7432,5,月,21151.9802,115,农,64.084,4
糕,122.0444,10,米,2111.0864,32,羔,122.0444,1
腾,120.0049,23,月,21151.9802,115,朕,120.0049,1
垫,19.8173,22,土,17088.4346,84,执,39.3728,4
涩,16.9136,6,氵,19088.7556,238,歰,16.9136,1
格,346.7704,46,木,23327.0765,210,各,2410.8593,18
贩,24.8148,13,贝,3940.7309,52,反,1684.637,9
嚼,10.321,4,口,50016.563,297,爵,10.321,1
狂,208.0049,46,犭,1997.2346,39,王,274.8198,5
恫,0.0691,1,忄,9431.3086,100,同,110.3556,7
吓,96.8889,9,口,50016.563,297,下,153.3827,2
物,651.5556,179,牜,687.0074,8,勿,799.7086,5
奶,244.1432,33,女,18584.642,96,乃,370.158,3
挚,16.0444,5,手,3662.2469,15,执,39.3728,4
迎,245.5309,24,辶,28384.0494,81,卬,306.316,3
娶,59.4864,3,女,18584.642,96,取,431.9358,4
廷,10.0889,4,廴,320.4938,3,壬,621.5852,5
珍,133.358,20,王,7173.763,52,㐱,181.1704,3
说,3565.9309,108,讠,19842.7358,108,兑,3850.6222,7
凌,103.3827,14,冫,2629.1654,21,夌,146.5185,5
迟,87.442,11,辶,28384.0494,81,尺,87.842,2
缅,5.0025,3,纟,11417.6494,100,面,6.7062,3
陨,2.3852,3,阝,12852.079,66,员,158.5481,4
摊,18.9877,21,扌,19245.0025,233,难,54.0642,3
贷,11.8765,12,贝,3940.7309,52,代,150.079,3
熏,11.0667,5,灬,6163.1901,20,熏,18.7012,4
斯,541.3728,10,斤,4087.2642,7,其,1622.6914,13
课,133.9457,56,讠,19842.7358,108,果,308.9235,8
桎,0.5037,1,木,23327.0765,210,至,184.4,5
梏,0.5037,1,木,23327.0765,210,告,616.8889,8
静,261.921,46,青,610.6025,5,争,446.9975,8
排,524.2123,70,扌,19245.0025,233,非,1368.5778,18
陵,35.7531,6,阝,12852.079,66,夌,146.5185,5
硕,10.163,11,石,1850.5235,61,石,23.9654,2
贴,111.7432,25,贝,3940.7309,52,占,4529.8963,14
襁,0.2321,1,衤,1737.6593,32,强,0.9235,3
褓,0.237,1,衤,1737.6593,32,保,61.363,5
屈,45.9753,20,尸,2394.4642,27,出,68.0444,6
陲,0.2222,1,阝,12852.079,66,垂,15.6988,4
慢,163.6296,22,忄,9431.3086,100,曼,388.637,7
罩,23.4025,19,罒,698.4988,9,卓,463.684,6
坟,12.8889,7,土,17088.4346,84,文,147.5654,10
弧,3.2988,6,弓,1939.1556,16,瓜,167.3136,4
孤,128.8938,30,子,6417.5605,26,瓜,167.3136,4
寂,95.3037,9,宀,14193.9605,51,叔,181.0568,4
咏,6.3111,6,口,50016.563,297,永,36.3753,2
韵,13.4519,16,音,493.1457,3,匀,68.7951,3
味,394.3062,64,口,50016.563,297,未,820.7358,7
湖,130.6864,26,氵,19088.7556,238,胡,232.5827,8
衫,56.4593,16,衤,1737.6593,32,彡,76.2123,2
担,185.284,16,扌,19245.0025,233,旦,1634.7852,8
孺,0.4346,3,子,6417.5605,26,需,36.5333,6
腓,0.8099,1,月,21151.9802,115,非,1368.5778,18
援,55.1605,16,扌,19245.0025,233,爰,353.6395,4
鳗,1.7481,4,鱼,641.842,32,曼,388.637,7
珠,96.5185,33,王,7173.763,52,朱,142.1975,9
瞬,61.5358,10,目,12024.3309,58,舜,61.5358,1
给,2437.7778,28,纟,11417.6494,100,合,3729.6741,12
忧,63.1951,20,忄,9431.3086,100,尤,371.2543,5
溪,16.0346,9,氵,19088.7556,238,奚,17.2593,2
础,15.4025,2,石,1850.5235,61,出,68.0444,6
咕,12.1284,12,口,50016.563,297,古,1063.2346,14
咚,4.963,4,口,50016.563,297,冬,880.3704,3
吃,1526.8444,43,口,50016.563,297,乞,1535.1012,6
鞍,2.7556,4,革,426.4889,10,安,433.4617,8
务,361.8025,83,力,6800.9383,25,务,411.3235,2
稿,21.0617,38,禾,3095.6593,38,高,436.5284,7
浜,0.8889,0,氵,19088.7556,238,兵,48.4494,2
逢,32.3358,14,辶,28384.0494,81,夆,207.8815,5
肖,27.6346,8,月,21151.9802,115,小,27.6346,1
忽,77.0321,14,心,19695.9012,59,勿,799.7086,5
悠,37.1556,13,心,19695.9012,59,攸,303.5753,3
吵,121.9654,6,口,50016.563,297,少,617.2296,9
烽,26.0494,3,火,3108.6963,70,夆,207.8815,5
忍,163.5012,21,心,19695.9012,59,刃,172.163,4
零,96.6272,39,雨,2141.5901,24,令,1249.5654,16
忙,312.8494,23,忄,9431.3086,100,亡,723.1605,8
耶,88.1235,3,耳,1412.4099,18,阝,88.1235,1
稣,11.5309,1,禾,3095.6593,38,鱼,24.5284,2
呃,123.0272,0,口,50016.563,297,厄,126.4691,2
寰,1.9654,4,宀,14193.9605,51,睘,1.9654,1
例,50.8296,34,亻,51543.5654,164,列,215.1111,7
决,336.3654,49,冫,2629.1654,21,夬,3374.8,7
朴,20.4593,11,木,23327.0765,210,卜,324.0148,6
冲,189.0864,52,冫,2629.1654,21,中,1878.0988,9
憎,10.9284,5,忄,9431.3086,100,曾,692.4988,7
扰,81.6642,15,扌,19245.0025,233,尤,371.2543,5
低,195.7284,57,亻,51543.5654,164,氐,684.6815,9
酒,559.1012,102,酉,1758.6815,30,酉,559.1012,1
栋,13.2395,3,木,23327.0765,210,东,136.1136,3
赚,74.0444,4,贝,3940.7309,52,兼,168.3309,4
魔,235.1704,26,鬼,635.116,8,麻,767.9358,6
杖,15.4469,6,木,23327.0765,210,丈,40.9481,2
根,245.7086,66,木,23327.0765,210,艮,5566.3062,16
确,291.1753,23,石,1850.5235,61,角,291.1753,1
离,498.3852,73,禸,517.5951,2,离,538.1481,4
祥,81.7778,11,礻,4131.121,25,羊,2463.358,12
何,596.7111,45,亻,51543.5654,164,可,1680.4889,10
谓,89.116,8,讠,19842.7358,108,胃,93.0864,3
褒,2.4988,6,衣,2158.1333,18,保,61.363,5
署,11.1407,17,罒,698.4988,9,者,4725.4617,16
壮,38.2173,36,士,945.9259,7,丬,254.7704,3
榴,9.0123,5,木,23327.0765,210,留,59.5062,6
莲,28.9728,14,艹,9164.7556,191,连,123.6247,4
钻,89.279,16,钅,3731.8272,120,占,4529.8963,14
凛,2.0691,4,冫,2629.1654,21,禀,2.0691,1
然,1939.9062,139,灬,6163.1901,20,肰,1939.9062,1
